venue_id,pickup_point_id,label,suburb,street,latitude,longitude,candidate_pickup_point,source_dataset,official_event_role,nearby_road_count,nearby_major_road_count,nearby_crossing_count,nearby_signal_count,access_complexity_score,distance_to_venue_km,complexity_band,walk_band,safety_score,accessibility_score,driver_access_score,base_congestion_score,notes
chandler_sports_precinct,chandler_osm_057_ring_road,RING ROAD CHANDLER CANDIDATE 057 | CHANDLER,Chandler,Ring Road,-27.512551,153.144970,1,osm_chandler_road_candidates,raw_road_candidate,233,0,0,0,111.0,0.292,Medium,250m-500m,88.0,81.2,68.5,78.0,Generated from road geometry within 2 km of Chandler Sports Precinct. Road class: service. Requires final human review before preferred event use.
chandler_sports_precinct,chandler_osm_058_unnamed_service_road,UNNAMED SERVICE ROAD CHANDLER CANDIDATE 058 | CHANDLER,Chandler,Unnamed Service Road,-27.512890,153.145205,1,osm_chandler_road_candidates,raw_road_candidate,243,0,0,0,111.0,0.292,Medium,250m-500m,88.0,81.2,68.5,78.0,Generated from road geometry within 2 km of Chandler Sports Precinct. Road class: service. Requires final human review before preferred event use.
chandler_sports_precinct,chandler_osm_059_unnamed_service_road,UNNAMED SERVICE ROAD CHANDLER CANDIDATE 059 | CHANDLER,Chandler,Unnamed Service Road,-27.513317,153.145613,1,osm_chandler_road_candidates,raw_road_candidate,245,0,0,0,111.0,0.294,Medium,250m-500m,88.0,81.2,68.5,78.0,Generated from road geometry within 2 km of Chandler Sports Precinct. Road class: service. Requires final human review before preferred event use.
chandler_sports_precinct,chandler_osm_060_ring_road,RING ROAD CHANDLER CANDIDATE 060 | CHANDLER,Chandler,Ring Road,-27.509355,153.145606,1,osm_chandler_road_candidates,raw_road_candidate,183,0,0,0,111.0,0.296,Medium,250m-500m,88.0,81.1,68.5,78.0,Generated from road geometry within 2 km of Chandler Sports Precinct. Road class: service. Requires final human review before preferred event use.
chandler_sports_precinct,chandler_osm_061_unnamed_primary_road,UNNAMED PRIMARY ROAD CHANDLER CANDIDATE 061 | CHANDLER,Chandler,Unnamed Primary Road,-27.513128,153.149952,1,osm_chandler_road_candidates,raw_road_candidate,276,96,0,0,459.8,0.305,Very High,250m-500m,51.2,86.6,96,35,Generated from road geometry within 2 km of Chandler Sports Precinct. Road class: primary. Requires final human review before preferred event use.
chandler_sports_precinct,chandler_osm_062_tilley_road,TILLEY ROAD CHANDLER CANDIDATE 062 | CHANDLER,Chandler,Tilley Road,-27.509169,153.149541,1,osm_chandler_road_candidates,raw_road_candidate,81,58,0,0,315.4,0.309,Very High,250m-500m,70.6,86.6,96,35,Generated from road geometry within 2 km of Chandler Sports Precinct. Road class: secondary. Requires final human review before preferred event use.
chandler_sports_precinct,chandler_osm_063_ring_road,RING ROAD CHANDLER CANDIDATE 063 | CHANDLER,Chandler,Ring Road,-27.513807,153.149204,1,osm_chandler_road_candidates,raw_road_candidate,275,89,0,0,449.2,0.316,Very High,250m-500m,61.3,80.9,96,35,Generated from road geometry within 2 km of Chandler Sports Precinct. Road class: service. Requires final human review before preferred event use.
chandler_sports_precinct,chandler_osm_064_ring_road,RING ROAD CHANDLER CANDIDATE 064 | CHANDLER,Chandler,Ring Road,-27.513009,153.144911,1,osm_chandler_road_candidates,raw_road_candidate,220,0,0,0,111.0,0.323,Medium,250m-500m,88.0,80.8,68.5,78.0,Generated from road geometry within 2 km of Chandler Sports Precinct. Road class: service. Requires final human review before preferred event use.
chandler_sports_precinct,chandler_osm_065_unnamed_service_road,UNNAMED SERVICE ROAD CHANDLER CANDIDATE 065 | CHANDLER,Chandler,Unnamed Service Road,-27.513928,153.145992,1,osm_chandler_road_candidates,raw_road_candidate,241,0,0,0,111.0,0.328,Medium,250m-500m,88.0,80.8,68.5,78.0,Generated from road geometry within 2 km of Chandler Sports Precinct. Road class: service. Requires final human review before preferred event use.
chandler_sports_precinct,chandler_osm_066_ring_road,RING ROAD CHANDLER CANDIDATE 066 | CHANDLER,Chandler,Ring Road,-27.508866,153.145760,1,osm_chandler_road_candidates,raw_road_candidate,146,0,0,0,111.0,0.33,Medium,250m-500m,88.0,80.8,68.5,78.0,Generated from road geometry within 2 km of Chandler Sports Precinct. Road class: service. Requires final human review before preferred event use.
chandler_sports_precinct,chandler_osm_067_ring_road,RING ROAD CHANDLER CANDIDATE 067 | CHANDLER,Chandler,Ring Road,-27.513633,153.149747,1,osm_chandler_road_candidates,raw_road_candidate,243,92,0,0,460.6,0.331,Very High,250m-500m,60.4,80.8,96,35,Generated from road geometry within 2 km of Chandler Sports Precinct. Road class: service. Requires final human review before preferred event use.
chandler_sports_precinct,chandler_osm_068_unnamed_service_road,UNNAMED SERVICE ROAD CHANDLER CANDIDATE 068 | CHANDLER,Chandler,Unnamed Service Road,-27.514250,153.146655,1,osm_chandler_road_candidates,raw_road_candidate,275,51,0,0,304.8,0.336,Very High,250m-500m,72.7,80.7,96,35,Generated from road geometry within 2 km of Chandler Sports Precinct. Road class: service. Requires final human review before preferred event use.
chandler_sports_precinct,chandler_osm_069_unnamed_service_road,UNNAMED SERVICE ROAD CHANDLER CANDIDATE 069 | CHANDLER,Chandler,Unnamed Service Road,-27.513855,153.145556,1,osm_chandler_road_candidates,raw_road_candidate,228,0,0,0,111.0,0.344,Medium,250m-500m,88.0,80.6,68.5,78.0,Generated from road geometry within 2 km of Chandler Sports Precinct. Road class: service. Requires final human review before preferred event use.
chandler_sports_precinct,chandler_osm_070_unnamed_service_road,UNNAMED SERVICE ROAD CHANDLER CANDIDATE 070 | CHANDLER,Chandler,Unnamed Service Road,-27.514421,153.147095,1,osm_chandler_road_candidates,raw_road_candidate,283,72,0,0,384.6,0.345,Very High,250m-500m,66.4,80.6,96,35,Generated from road geometry within 2 km of Chandler Sports Precinct. Road class: service. Requires final human review before preferred event use.
chandler_sports_precinct,chandler_osm_071_unnamed_primary_road,UNNAMED PRIMARY ROAD CHANDLER CANDIDATE 071 | CHANDLER,Chandler,Unnamed Primary Road,-27.513513,153.150125,1,osm_chandler_road_candidates,raw_road_candidate,242,92,0,0,444.6,0.346,Very High,250m-500m,52.4,86.2,96,35,Generated from road geometry within 2 km of Chandler Sports Precinct. Road class: primary. Requires final human review before preferred event use.
chandler_sports_precinct,chandler_osm_072_tilley_road,TILLEY ROAD CHANDLER CANDIDATE 072 | CHANDLER,Chandler,Tilley Road,-27.508810,153.149680,1,osm_chandler_road_candidates,raw_road_candidate,65,55,0,0,304.0,0.349,Very High,250m-500m,71.5,86.2,96,35,Generated from road geometry within 2 km of Chandler Sports Precinct. Road class: secondary. Requires final human review before preferred event use.
chandler_sports_precinct,chandler_osm_073_ring_road,RING ROAD CHANDLER CANDIDATE 073 | CHANDLER,Chandler,Ring Road,-27.513472,153.144916,1,osm_chandler_road_candidates,raw_road_candidate,199,0,0,0,111.0,0.355,Medium,250m-500m,88.0,80.5,68.5,78.0,Generated from road geometry within 2 km of Chandler Sports Precinct. Road class: service. Requires final human review before preferred event use.
chandler_sports_precinct,chandler_osm_074_unnamed_service_road,UNNAMED SERVICE ROAD CHANDLER CANDIDATE 074 | CHANDLER,Chandler,Unnamed Service Road,-27.513816,153.145186,1,osm_chandler_road_candidates,raw_road_candidate,208,0,0,0,111.0,0.363,Medium,250m-500m,88.0,80.4,68.5,78.0,Generated from road geometry within 2 km of Chandler Sports Precinct. Road class: service. Requires final human review before preferred event use.
chandler_sports_precinct,chandler_osm_075_unnamed_service_road,UNNAMED SERVICE ROAD CHANDLER CANDIDATE 075 | CHANDLER,Chandler,Unnamed Service Road,-27.514318,153.146033,1,osm_chandler_road_candidates,raw_road_candidate,245,0,0,0,111.0,0.364,Medium,250m-500m,88.0,80.4,68.5,78.0,Generated from road geometry within 2 km of Chandler Sports Precinct. Road class: service. Requires final human review before preferred event use.
chandler_sports_precinct,chandler_osm_076_unnamed_service_road,UNNAMED SERVICE ROAD CHANDLER CANDIDATE 076 | CHANDLER,Chandler,Unnamed Service Road,-27.514258,153.145622,1,osm_chandler_road_candidates,raw_road_candidate,231,0,0,0,111.0,0.378,Medium,250m-500m,88.0,80.2,68.5,78.0,Generated from road geometry within 2 km of Chandler Sports Precinct. Road class: service. Requires final human review before preferred event use.
chandler_sports_precinct,chandler_osm_077_ring_road,RING ROAD CHANDLER CANDIDATE 077 | CHANDLER,Chandler,Ring Road,-27.514430,153.149294,1,osm_chandler_road_candidates,raw_road_candidate,231,84,0,0,430.2,0.381,Very High,250m-500m,62.8,80.2,96,35,Generated from road geometry within 2 km of Chandler Sports Precinct. Road class: service. Requires final human review before preferred event use.
chandler_sports_precinct,chandler_osm_078_unnamed_service_road,UNNAMED SERVICE ROAD CHANDLER CANDIDATE 078 | CHANDLER,Chandler,Unnamed Service Road,-27.514779,153.147449,1,osm_chandler_road_candidates,raw_road_candidate,233,70,0,0,377.0,0.382,Very High,250m-500m,67.0,80.2,96,35,Generated from road geometry within 2 km of Chandler Sports Precinct. Road class: service. Requires final human review before preferred event use.
chandler_sports_precinct,chandler_osm_079_unnamed_service_road,UNNAMED SERVICE ROAD CHANDLER CANDIDATE 079 | CHANDLER,Chandler,Unnamed Service Road,-27.514592,153.146003,1,osm_chandler_road_candidates,raw_road_candidate,246,0,0,0,111.0,0.393,Medium,250m-500m,88.0,80.1,68.5,78.0,Generated from road geometry within 2 km of Chandler Sports Precinct. Road class: service. Requires final human review before preferred event use.
chandler_sports_precinct,chandler_osm_080_unnamed_service_road,UNNAMED SERVICE ROAD CHANDLER CANDIDATE 080 | CHANDLER,Chandler,Unnamed Service Road,-27.508114,153.145785,1,osm_chandler_road_candidates,raw_road_candidate,90,0,0,0,111.0,0.402,Medium,250m-500m,88.0,80.0,68.5,78.0,Generated from road geometry within 2 km of Chandler Sports Precinct. Road class: service. Requires final human review before preferred event use.
chandler_sports_precinct,chandler_osm_081_tilley_road,TILLEY ROAD CHANDLER CANDIDATE 081 | CHANDLER,Chandler,Tilley Road,-27.514122,153.150318,1,osm_chandler_road_candidates,raw_road_candidate,211,87,0,0,425.6,0.409,Very High,250m-500m,53.9,85.5,96,35,Generated from road geometry within 2 km of Chandler Sports Precinct. Road class: primary. Requires final human review before preferred event use.
chandler_sports_precinct,chandler_osm_082_tilley_road,TILLEY ROAD CHANDLER CANDIDATE 082 | CHANDLER,Chandler,Tilley Road,-27.508145,153.149734,1,osm_chandler_road_candidates,raw_road_candidate,42,45,0,0,266.0,0.414,Very High,250m-500m,74.5,85.4,96,35,Generated from road geometry within 2 km of Chandler Sports Precinct. Road class: secondary. Requires final human review before preferred event use.
chandler_sports_precinct,chandler_osm_083_ring_road,RING ROAD CHANDLER CANDIDATE 083 | CHANDLER,Chandler,Ring Road,-27.514360,153.145120,1,osm_chandler_road_candidates,raw_road_candidate,204,0,0,0,111.0,0.415,Medium,250m-500m,88.0,79.8,68.5,78.0,Generated from road geometry within 2 km of Chandler Sports Precinct. Road class: service. Requires final human review before preferred event use.
chandler_sports_precinct,chandler_osm_084_unnamed_service_road,UNNAMED SERVICE ROAD CHANDLER CANDIDATE 084 | CHANDLER,Chandler,Unnamed Service Road,-27.513720,153.150852,1,osm_chandler_road_candidates,raw_road_candidate,199,90,0,0,453.0,0.415,Very High,250m-500m,61.0,79.8,96,35,Generated from road geometry within 2 km of Chandler Sports Precinct. Road class: service. Requires final human review before preferred event use.
chandler_sports_precinct,chandler_osm_085_ring_road,RING ROAD CHANDLER CANDIDATE 085 | CHANDLER,Chandler,Ring Road,-27.514913,153.149261,1,osm_chandler_road_candidates,raw_road_candidate,201,76,0,0,399.8,0.429,Very High,250m-500m,65.2,79.7,96,35,Generated from road geometry within 2 km of Chandler Sports Precinct. Road class: service. Requires final human review before preferred event use.
chandler_sports_precinct,chandler_osm_086_unnamed_service_road,UNNAMED SERVICE ROAD CHANDLER CANDIDATE 086 | CHANDLER,Chandler,Unnamed Service Road,-27.515328,153.147342,1,osm_chandler_road_candidates,raw_road_candidate,200,49,0,0,297.2,0.443,Very High,250m-500m,73.3,79.5,96,35,Generated from road geometry within 2 km of Chandler Sports Precinct. Road class: service. Requires final human review before preferred event use.
chandler_sports_precinct,chandler_osm_087_unnamed_service_road,UNNAMED SERVICE ROAD CHANDLER CANDIDATE 087 | CHANDLER,Chandler,Unnamed Service Road,-27.513551,153.151368,1,osm_chandler_road_candidates,raw_road_candidate,191,87,0,0,441.6,0.445,Very High,250m-500m,61.9,79.5,96,35,Generated from road geometry within 2 km of Chandler Sports Precinct. Road class: service. Requires final human review before preferred event use.
chandler_sports_precinct,chandler_osm_088_unnamed_service_road,UNNAMED SERVICE ROAD CHANDLER CANDIDATE 088 | CHANDLER,Chandler,Unnamed Service Road,-27.515352,153.147743,1,osm_chandler_road_candidates,raw_road_candidate,181,63,0,0,350.4,0.445,Very High,250m-500m,69.1,79.5,96,35,Generated from road geometry within 2 km of Chandler Sports Precinct. Road class: service. Requires final human review before preferred event use.
chandler_sports_precinct,chandler_osm_089_ring_road,RING ROAD CHANDLER CANDIDATE 089 | CHANDLER,Chandler,Ring Road,-27.514907,153.145404,1,osm_chandler_road_candidates,raw_road_candidate,203,0,0,0,111.0,0.451,Medium,250m-500m,88.0,79.4,68.5,78.0,Generated from road geometry within 2 km of Chandler Sports Precinct. Road class: service. Requires final human review before preferred event use.
chandler_sports_precinct,chandler_osm_090_unnamed_service_road,UNNAMED SERVICE ROAD CHANDLER CANDIDATE 090 | CHANDLER,Chandler,Unnamed Service Road,-27.515071,153.145769,1,osm_chandler_road_candidates,raw_road_candidate,217,0,0,0,111.0,0.451,Medium,250m-500m,88.0,79.4,68.5,78.0,Generated from road geometry within 2 km of Chandler Sports Precinct. Road class: service. Requires final human review before preferred event use.
chandler_sports_precinct,chandler_osm_091_unnamed_service_road,UNNAMED SERVICE ROAD CHANDLER CANDIDATE 091 | CHANDLER,Chandler,Unnamed Service Road,-27.514226,153.150865,1,osm_chandler_road_candidates,raw_road_candidate,190,84,0,0,430.2,0.454,Very High,250m-500m,62.8,79.4,96,35,Generated from road geometry within 2 km of Chandler Sports Precinct. Road class: service. Requires final human review before preferred event use.
chandler_sports_precinct,chandler_osm_092_unnamed_service_road,UNNAMED SERVICE ROAD CHANDLER CANDIDATE 092 | CHANDLER,Chandler,Unnamed Service Road,-27.514010,153.151284,1,osm_chandler_road_candidates,raw_road_candidate,194,83,0,0,426.4,0.469,Very High,250m-500m,63.1,79.2,96,35,Generated from road geometry within 2 km of Chandler Sports Precinct. Road class: service. Requires final human review before preferred event use.
chandler_sports_precinct,chandler_osm_093_unnamed_service_road,UNNAMED SERVICE ROAD CHANDLER CANDIDATE 093 | CHANDLER,Chandler,Unnamed Service Road,-27.515419,153.146319,1,osm_chandler_road_candidates,raw_road_candidate,195,0,0,0,111.0,0.47,Medium,250m-500m,88.0,79.2,68.5,78.0,Generated from road geometry within 2 km of Chandler Sports Precinct. Road class: service. Requires final human review before preferred event use.
chandler_sports_precinct,chandler_osm_094_ring_road,RING ROAD CHANDLER CANDIDATE 094 | CHANDLER,Chandler,Ring Road,-27.515465,153.148872,1,osm_chandler_road_candidates,raw_road_candidate,159,70,0,0,377.0,0.474,Very High,250m-500m,67.0,79.2,96,35,Generated from road geometry within 2 km of Chandler Sports Precinct. Road class: service. Requires final human review before preferred event use.
chandler_sports_precinct,chandler_osm_095_unnamed_service_road,UNNAMED SERVICE ROAD CHANDLER CANDIDATE 095 | CHANDLER,Chandler,Unnamed Service Road,-27.515595,153.146812,1,osm_chandler_road_candidates,raw_road_candidate,176,0,0,0,111.0,0.478,Medium,250m-500m,88.0,79.1,68.5,78.0,Generated from road geometry within 2 km of Chandler Sports Precinct. Road class: service. Requires final human review before preferred event use.
chandler_sports_precinct,chandler_osm_096_unnamed_service_road,UNNAMED SERVICE ROAD CHANDLER CANDIDATE 096 | CHANDLER,Chandler,Unnamed Service Road,-27.515655,153.147234,1,osm_chandler_road_candidates,raw_road_candidate,150,28,0,0,217.4,0.48,High,250m-500m,79.6,79.1,96,43.0,Generated from road geometry within 2 km of Chandler Sports Precinct. Road class: service. Requires final human review before preferred event use.
chandler_sports_precinct,chandler_osm_097_tilley_road,TILLEY ROAD CHANDLER CANDIDATE 097 | CHANDLER,Chandler,Tilley Road,-27.514769,153.150580,1,osm_chandler_road_candidates,raw_road_candidate,205,77,0,0,387.6,0.481,Very High,250m-500m,56.9,84.7,96,35,Generated from road geometry within 2 km of Chandler Sports Precinct. Road class: primary. Requires final human review before preferred event use.
chandler_sports_precinct,chandler_osm_098_unnamed_service_road,UNNAMED SERVICE ROAD CHANDLER CANDIDATE 098 | CHANDLER,Chandler,Unnamed Service Road,-27.513621,153.151755,1,osm_chandler_road_candidates,raw_road_candidate,175,82,0,0,422.6,0.481,Very High,250m-500m,63.4,79.1,96,35,Generated from road geometry within 2 km of Chandler Sports Precinct. Road class: service. Requires final human review before preferred event use.
chandler_sports_precinct,chandler_osm_099_ring_road,RING ROAD CHANDLER CANDIDATE 099 | CHANDLER,Chandler,Ring Road,-27.515380,153.145814,1,osm_chandler_road_candidates,raw_road_candidate,171,0,0,0,111.0,0.481,Medium,250m-500m,88.0,79.1,68.5,78.0,Generated from road geometry within 2 km of Chandler Sports Precinct. Road class: service. Requires final human review before preferred event use.
chandler_sports_precinct,chandler_osm_100_unnamed_service_road,UNNAMED SERVICE ROAD CHANDLER CANDIDATE 100 | CHANDLER,Chandler,Unnamed Service Road,-27.515676,153.147957,1,osm_chandler_road_candidates,raw_road_candidate,145,58,0,0,331.4,0.482,Very High,250m-500m,70.6,79.1,96,35,Generated from road geometry within 2 km of Chandler Sports Precinct. Road class: service. Requires final human review before preferred event use.
chandler_sports_precinct,chandler_osm_101_ring_road,RING ROAD CHANDLER CANDIDATE 101 | CHANDLER,Chandler,Ring Road,-27.515721,153.146413,1,osm_chandler_road_candidates,raw_road_candidate,165,0,0,0,111.0,0.5,Medium,250m-500m,88.0,78.9,68.5,78.0,Generated from road geometry within 2 km of Chandler Sports Precinct. Road class: service. Requires final human review before preferred event use.
chandler_sports_precinct,chandler_osm_102_unnamed_service_road,UNNAMED SERVICE ROAD CHANDLER CANDIDATE 102 | CHANDLER,Chandler,Unnamed Service Road,-27.515802,153.148356,1,osm_chandler_road_candidates,raw_road_candidate,105,61,0,0,342.8,0.501,Very High,500m-1km,69.7,78.9,96,35,Generated from road geometry within 2 km of Chandler Sports Precinct. Road class: service. Requires final human review before preferred event use.
chandler_sports_precinct,chandler_osm_103_ring_road,RING ROAD CHANDLER CANDIDATE 103 | CHANDLER,Chandler,Ring Road,-27.515921,153.147457,1,osm_chandler_road_candidates,raw_road_candidate,131,25,0,0,206.0,0.508,High,500m-1km,80.5,78.8,96,46.8,Generated from road geometry within 2 km of Chandler Sports Precinct. Road class: service. Requires final human review before preferred event use.
chandler_sports_precinct,chandler_osm_104_unnamed_service_road,UNNAMED SERVICE ROAD CHANDLER CANDIDATE 104 | CHANDLER,Chandler,Unnamed Service Road,-27.514698,153.151170,1,osm_chandler_road_candidates,raw_road_candidate,208,75,0,0,396.0,0.512,Very High,500m-1km,65.5,78.8,96,35,Generated from road geometry within 2 km of Chandler Sports Precinct. Road class: service. Requires final human review before preferred event use.
chandler_sports_precinct,chandler_osm_105_unnamed_service_road,UNNAMED SERVICE ROAD CHANDLER CANDIDATE 105 | CHANDLER,Chandler,Unnamed Service Road,-27.513693,153.152152,1,osm_chandler_road_candidates,raw_road_candidate,152,75,0,0,396.0,0.519,Very High,500m-1km,65.5,78.7,96,35,Generated from road geometry within 2 km of Chandler Sports Precinct. Road class: service. Requires final human review before preferred event use.
chandler_sports_precinct,chandler_osm_106_unnamed_service_road,UNNAMED SERVICE ROAD CHANDLER CANDIDATE 106 | CHANDLER,Chandler,Unnamed Service Road,-27.514154,153.151919,1,osm_chandler_road_candidates,raw_road_candidate,169,74,0,0,392.2,0.528,Very High,500m-1km,65.8,78.6,96,35,Generated from road geometry within 2 km of Chandler Sports Precinct. Road class: service. Requires final human review before preferred event use.
chandler_sports_precinct,chandler_osm_107_unnamed_service_road,UNNAMED SERVICE ROAD CHANDLER CANDIDATE 107 | CHANDLER,Chandler,Unnamed Service Road,-27.514444,153.151688,1,osm_chandler_road_candidates,raw_road_candidate,188,75,0,0,396.0,0.53,Very High,500m-1km,65.5,78.6,96,35,Generated from road geometry within 2 km of Chandler Sports Precinct. Road class: service. Requires final human review before preferred event use.
chandler_sports_precinct,chandler_osm_108_unnamed_service_road,UNNAMED SERVICE ROAD CHANDLER CANDIDATE 108 | CHANDLER,Chandler,Unnamed Service Road,-27.506645,153.149054,1,osm_chandler_road_candidates,raw_road_candidate,24,28,0,0,217.4,0.542,High,500m-1km,79.6,78.4,87.4,43.0,Generated from road geometry within 2 km of Chandler Sports Precinct. Road class: service. Requires final human review before preferred event use.
chandler_sports_precinct,chandler_osm_109_unnamed_service_road,UNNAMED SERVICE ROAD CHANDLER CANDIDATE 109 | CHANDLER,Chandler,Unnamed Service Road,-27.514789,153.151616,1,osm_chandler_road_candidates,raw_road_candidate,174,73,0,0,388.4,0.55,Very High,500m-1km,66.1,78.3,96,35,Generated from road geometry within 2 km of Chandler Sports Precinct. Road class: service. Requires final human review before preferred event use.
chandler_sports_precinct,chandler_osm_110_unnamed_service_road,UNNAMED SERVICE ROAD CHANDLER CANDIDATE 110 | CHANDLER,Chandler,Unnamed Service Road,-27.514515,153.152051,1,osm_chandler_road_candidates,raw_road_candidate,157,71,0,0,380.8,0.563,Very High,500m-1km,66.7,78.2,96,35,Generated from road geometry within 2 km of Chandler Sports Precinct. Road class: service. Requires final human review before preferred event use.
chandler_sports_precinct,chandler_osm_111_unnamed_service_road,UNNAMED SERVICE ROAD CHANDLER CANDIDATE 111 | CHANDLER,Chandler,Unnamed Service Road,-27.514104,153.152581,1,osm_chandler_road_candidates,raw_road_candidate,127,66,0,0,361.8,0.579,Very High,500m-1km,68.2,78.0,96,35,Generated from road geometry within 2 km of Chandler Sports Precinct. Road class: service. Requires final human review before preferred event use.
chandler_sports_precinct,chandler_osm_112_unnamed_service_road,UNNAMED SERVICE ROAD CHANDLER CANDIDATE 112 | CHANDLER,Chandler,Unnamed Service Road,-27.514840,153.152112,1,osm_chandler_road_candidates,raw_road_candidate,147,68,0,0,369.4,0.59,Very High,500m-1km,67.6,77.9,96,35,Generated from road geometry within 2 km of Chandler Sports Precinct. Road class: service. Requires final human review before preferred event use.
chandler_sports_precinct,chandler_osm_113_unnamed_service_road,UNNAMED SERVICE ROAD CHANDLER CANDIDATE 113 | CHANDLER,Chandler,Unnamed Service Road,-27.514557,153.152448,1,osm_chandler_road_candidates,raw_road_candidate,133,65,0,0,358.0,0.596,Very High,500m-1km,68.5,77.8,96,35,Generated from road geometry within 2 km of Chandler Sports Precinct. Road class: service. Requires final human review before preferred event use.
chandler_sports_precinct,chandler_osm_114_unnamed_service_road,UNNAMED SERVICE ROAD CHANDLER CANDIDATE 114 | CHANDLER,Chandler,Unnamed Service Road,-27.515011,153.152376,1,osm_chandler_road_candidates,raw_road_candidate,134,63,0,0,350.4,0.623,Very High,500m-1km,69.1,77.6,96,35,Generated from road geometry within 2 km of Chandler Sports Precinct. Road class: service. Requires final human review before preferred event use.
chandler_sports_precinct,chandler_osm_115_unnamed_service_road,UNNAMED SERVICE ROAD CHANDLER CANDIDATE 115 | CHANDLER,Chandler,Unnamed Service Road,-27.512461,153.141276,1,osm_chandler_road_candidates,raw_road_candidate,8,0,0,0,111.0,0.636,Medium,500m-1km,88.0,77.4,46.0,78.0,Generated from road geometry within 2 km of Chandler Sports Precinct. Road class: service. Requires final human review before preferred event use.
chandler_sports_precinct,chandler_osm_116_unnamed_service_road,UNNAMED SERVICE ROAD CHANDLER CANDIDATE 116 | CHANDLER,Chandler,Unnamed Service Road,-27.511685,153.141081,1,osm_chandler_road_candidates,raw_road_candidate,5,0,0,0,111.0,0.644,Medium,500m-1km,88.0,77.3,43.8,78.0,Generated from road geometry within 2 km of Chandler Sports Precinct. Road class: service. Requires final human review before preferred event use.
chandler_sports_precinct,chandler_osm_117_unnamed_service_road,UNNAMED SERVICE ROAD CHANDLER CANDIDATE 117 | CHANDLER,Chandler,Unnamed Service Road,-27.514252,153.153295,1,osm_chandler_road_candidates,raw_road_candidate,111,33,0,0,236.4,0.648,Very High,500m-1km,78.1,77.3,96,36.8,Generated from road geometry within 2 km of Chandler Sports Precinct. Road class: service. Requires final human review before preferred event use.
chandler_sports_precinct,chandler_osm_118_unnamed_service_road,UNNAMED SERVICE ROAD CHANDLER CANDIDATE 118 | CHANDLER,Chandler,Unnamed Service Road,-27.515722,153.151977,1,osm_chandler_road_candidates,raw_road_candidate,130,48,0,0,293.4,0.65,Very High,500m-1km,73.6,77.2,96,35,Generated from road geometry within 2 km of Chandler Sports Precinct. Road class: service. Requires final human review before preferred event use.
chandler_sports_precinct,chandler_osm_119_boston_road,BOSTON ROAD CHANDLER CANDIDATE 119 | CHANDLER,Chandler,Boston Road,-27.505656,153.149250,1,osm_chandler_road_candidates,raw_road_candidate,16,7,0,0,121.6,0.654,Medium,500m-1km,85.9,82.8,82.7,69.2,Generated from road geometry within 2 km of Chandler Sports Precinct. Road class: residential. Requires final human review before preferred event use.
chandler_sports_precinct,chandler_osm_120_boston_road,BOSTON ROAD CHANDLER CANDIDATE 120 | CHANDLER,Chandler,Boston Road,-27.505476,153.148176,1,osm_chandler_road_candidates,raw_road_candidate,18,2,0,0,102.6,0.656,Low,500m-1km,87.4,82.8,73.7,75.5,Generated from road geometry within 2 km of Chandler Sports Precinct. Road class: residential. Requires final human review before preferred event use.
chandler_sports_precinct,chandler_osm_121_boston_road,BOSTON ROAD CHANDLER CANDIDATE 121 | CHANDLER,Chandler,Boston Road,-27.505790,153.150151,1,osm_chandler_road_candidates,raw_road_candidate,12,9,0,0,129.2,0.668,Medium,500m-1km,85.3,82.7,83.9,66.8,Generated from road geometry within 2 km of Chandler Sports Precinct. Road class: residential. Requires final human review before preferred event use.
chandler_sports_precinct,chandler_osm_122_boston_road,BOSTON ROAD CHANDLER CANDIDATE 122 | CHANDLER,Chandler,Boston Road,-27.505325,153.147086,1,osm_chandler_road_candidates,raw_road_candidate,17,1,0,0,98.8,0.672,Low,500m-1km,87.7,82.6,70.8,76.8,Generated from road geometry within 2 km of Chandler Sports Precinct. Road class: residential. Requires final human review before preferred event use.
chandler_sports_precinct,chandler_osm_123_boston_road,BOSTON ROAD CHANDLER CANDIDATE 123 | CHANDLER,Chandler,Boston Road,-27.505876,153.150716,1,osm_chandler_road_candidates,raw_road_candidate,11,9,0,0,129.2,0.682,Medium,500m-1km,85.3,82.5,83.2,66.8,Generated from road geometry within 2 km of Chandler Sports Precinct. Road class: residential. Requires final human review before preferred event use.
chandler_sports_precinct,chandler_osm_124_unnamed_service_road,UNNAMED SERVICE ROAD CHANDLER CANDIDATE 124 | CHANDLER,Chandler,Unnamed Service Road,-27.514808,153.153372,1,osm_chandler_road_candidates,raw_road_candidate,105,21,0,0,190.8,0.687,High,500m-1km,81.7,76.8,96,51.8,Generated from road geometry within 2 km of Chandler Sports Precinct. Road class: service. Requires final human review before preferred event use.
chandler_sports_precinct,chandler_osm_125_unnamed_service_road,UNNAMED SERVICE ROAD CHANDLER CANDIDATE 125 | CHANDLER,Chandler,Unnamed Service Road,-27.514530,153.153593,1,osm_chandler_road_candidates,raw_road_candidate,95,15,0,0,168.0,0.689,High,500m-1km,83.5,76.8,96,59.2,Generated from road geometry within 2 km of Chandler Sports Precinct. Road class: service. Requires final human review before preferred event use.
